id,probability,prediction
366,0.0284393,0
367,0.044307254,0
368,0.14174765,0
369,0.024762306,0
370,0.06504975,0
371,0.0043835873,0
372,0.019973604,0
373,0.020116825,0
374,0.016161317,0
375,0.0973474,0
376,0.66874725,1
377,0.037008453,0
378,0.04062003,0
379,0.022399938,0
380,0.7499105,1
381,0.029914528,0
382,0.03133181,0
383,0.0046597742,0
384,0.018868482,0
385,0.024387635,0
386,0.052199,0
387,0.03709563,0
388,0.0031525989,0
389,0.20706025,0
390,0.025929913,0
391,0.0037055328,0
392,0.0014381394,0
393,0.020745058,0
394,0.05667092,0
395,0.01599344,0
396,0.030219728,0
397,0.0059555615,0
398,0.06500272,0
399,0.02972378,0
400,0.025820145,0
401,0.005245973,0
402,0.015628016,0
403,0.04727029,0
404,0.040620215,0
405,0.06737202,0
406,0.004244603,0
407,0.027733259,0
408,0.08774486,0
409,0.0058195405,0
410,0.030400064,0
411,0.014346562,0
412,0.00475785,0
413,0.045278832,0
414,0.00961538,0
415,0.050922923,0
416,0.05199424,0
417,0.034380298,0
418,0.014478044,0
419,0.09659953,0
420,0.0407626,0
421,0.058192734,0
422,0.0012301778,0
423,0.0779025,0
424,0.097060174,0
425,0.009477706,0
426,0.14103325,0
427,0.047129393,0
428,0.026548505,0
429,0.038306266,0
430,0.02632301,0
431,0.009508653,0
432,0.02058893,0
433,0.001342936,0
434,0.008888352,0
435,0.05894736,0
436,0.09430989,0
437,0.27372533,0
438,0.041029975,0
439,0.067251675,0
440,0.0056863977,0
441,0.027897608,0
442,0.012221671,0
443,0.0034690334,0
444,0.015419404,0
445,0.038704783,0
446,0.05185407,0
447,0.00023522867,0
448,0.013477085,0
449,0.08350627,0
450,0.010870908,0
451,0.09385404,0
452,0.006766549,0
453,0.021294113,0
454,0.03208685,0
455,0.114788756,0
456,0.23122694,0
457,0.026660535,0
458,0.016519373,0
459,0.05615175,0
460,0.008129137,0
461,0.06684651,0
462,0.08820811,0
463,0.0061000423,0
464,0.040817164,0
465,0.03983047,0
466,0.0030269397,0
467,0.023121795,0
468,0.0013011873,0
469,0.008544799,0
470,0.00705611,0
471,0.09549154,0
472,0.060433745,0
473,0.028309569,0
474,0.10145513,0
475,0.01638839,0
476,0.0038263807,0
477,0.0050333715,0
478,0.025296364,0
479,0.01876385,0
480,0.037237685,0
481,0.04062274,0
482,0.06224429,0
483,0.014901211,0
484,0.01572619,0
485,0.02069872,0
486,0.012084048,0
487,0.052979164,0
488,0.039332114,0
489,0.08936628,0
490,0.0038624976,0
491,0.02385017,0
492,0.015952675,0
493,0.02120327,0
494,0.007119308,0
495,0.023194622,0
496,0.08166873,0
497,0.0354831,0
498,0.034625094,0
499,0.0035903668,0
500,0.0023294883,0
501,0.047224805,0
502,0.008000655,0
503,0.0068897945,0
504,0.026440416,0
505,0.014058312,0
506,0.02127317,0
507,0.0022633905,0
508,0.015501734,0
509,0.050722618,0
510,0.002568073,0
511,0.0110006295,0
512,0.008617682,0
513,0.014778324,0
514,0.008595025,0
515,0.13052978,0
516,0.02838378,0
517,0.059390306,0
518,0.030046362,0
519,0.018633943,0
520,0.04678251,0
521,0.015035862,0
522,0.07626961,0
523,6.319171e-05,0
524,0.06701716,0
525,0.04494127,0
526,0.04074503,0
527,0.01676189,0
528,0.05429573,0
529,0.028518725,0
530,0.008662962,0
531,0.03344164,0
532,0.014187964,0
533,0.005636454,0
534,0.0009994641,0
535,0.09578249,0
536,0.00096953387,0
537,0.025848377,0
538,0.093189806,0
539,0.002967574,0
540,0.03998376,0
541,0.032784373,0
542,0.01782474,0
543,0.053333744,0
544,0.004937163,0
545,0.009704984,0
546,0.022875825,0
547,0.0753724,0
548,0.010915499,0
549,0.018066011,0
550,0.016509406,0
551,0.09468021,0
552,0.0024564597,0
553,0.031913273,0
554,0.0015516158,0
555,0.005759455,0
556,0.006235938,0
557,0.037339054,0
558,0.019104395,0
559,0.15191714,0
560,0.0018440692,0
561,0.025575468,0
562,0.018751228,0
563,0.07921935,0
564,0.011368674,0
565,0.82196444,1
566,0.0018032008,0
567,0.05288693,0
568,0.056826834,0
569,0.052550454,0
570,0.037057325,0
571,0.011176207,0
572,0.0043066856,0
573,0.055397343,0
574,0.017368209,0
575,0.040943533,0
576,0.03132707,0
577,0.020416638,0
578,0.17833091,0
579,0.02717892,0
580,0.01080419,0
581,0.0037650757,0
582,0.07292221,0
583,0.23965025,0
584,0.01995084,0
585,0.03039244,0
586,0.012744582,0
587,0.02420574,0
588,0.02077127,0
589,0.0061420873,0
590,3.9307783e-05,0
591,0.0024275756,0
592,0.0073149037,0
593,0.015952092,0
594,0.006015388,0
595,0.024348091,0
596,0.09692899,0
597,0.07866341,0
598,0.07464261,0
599,0.0033247753,0
600,0.002220522,0
601,0.022818457,0
602,0.0014910344,0
603,0.0781535,0
604,0.09505083,0
605,0.012257938,0
606,0.029108068,0
607,0.012524547,0
608,0.0028906802,0
609,0.0058331736,0
610,0.018694574,0
611,0.036822025,0
612,0.018718544,0
613,0.13149002,0
614,0.008606161,0
615,0.005365298,0
616,0.016221344,0
617,0.078427464,0
618,0.016921204,0
619,0.09870737,0
620,0.06581242,0
621,0.049887102,0
622,0.082765505,0
623,0.09206658,0
624,0.07918385,0
625,0.0072487877,0
626,0.051486745,0
627,0.007610056,0
628,0.0017952021,0
629,0.036590613,0
630,0.06769049,0
631,0.012841109,0
632,0.041890036,0
633,0.022179984,0
634,0.002899134,0
635,0.003997729,0
636,0.019644003,0
637,0.069281355,0
638,0.02730138,0
639,0.0562887,0
640,0.000952307,0
641,0.009596691,0
642,0.0066793603,0
643,0.033095684,0
644,0.04721654,0
645,0.038019273,0
646,0.0010225732,0
647,0.001215905,0
648,3.979843e-05,0
649,0.024003435,0
650,0.015158295,0
651,0.0002849531,0
652,0.026808292,0
653,0.01903402,0
654,0.09173044,0
655,0.003053796,0
656,0.01206309,0
657,0.017399535,0
658,0.020051643,0
659,0.028869381,0
660,0.02491618,0
661,0.02667457,0
662,0.10161375,0
663,0.026090158,0
664,0.02551543,0
665,0.0002051295,0
666,0.004700444,0
667,0.0053250706,0
668,0.0054068435,0
669,0.010281996,0
670,0.003454239,0
671,0.006593675,0
672,0.06350601,0
673,0.00022607412,0
674,0.051984478,0
675,0.04760512,0
676,0.12224739,0
677,0.03850813,0
678,0.047878515,0
679,0.046720095,0
680,0.07033713,0
681,0.052114088,0
682,0.04992627,0
683,0.025995638,0
684,0.015332407,0
685,0.05644014,0
686,0.030542972,0
687,0.045319736,0
688,0.028936125,0
689,0.04315637,0
690,0.03725704,0
691,0.025586106,0
692,0.008442928,0
693,0.0026709095,0
694,0.03469162,0
695,0.019222695,0
696,0.08758476,0
697,0.011499983,0
698,0.05249662,0
699,0.05299905,0
700,0.06080196,0
701,0.15360224,0
702,0.065110534,0
703,0.0012848685,0
704,0.016859505,0
705,0.009030251,0
706,0.0023725238,0
707,0.06598956,0
708,0.13673809,0
709,0.0321171,0
710,0.030132942,0
711,0.004376411,0
712,0.05876297,0
713,0.0065427045,0
714,0.003541689,0
715,0.038288984,0
716,0.04258958,0
717,0.0026104616,0
718,0.0035221982,0
719,0.17092983,0
720,0.037279394,0
721,0.06411451,0
722,0.030779596,0
723,0.050457027,0
724,0.0020291158,0
725,0.00289866,0
726,0.07465105,0
727,0.053561,0
728,0.016104378,0
729,0.029796906,0
730,0.02763298,0
731,0.028877666,0
732,0.05082745,0
733,0.0047846814,0
734,0.012483691,0
735,0.0023775152,0
736,0.0630703,0
737,0.053988807,0
738,0.013027404,0
739,0.09199788,0
740,0.01018054,0
741,0.061587438,0
742,0.019415444,0
743,0.048460845,0
744,0.038644258,0
745,0.0071160765,0
746,0.01947532,0
747,0.00031140752,0
748,0.018727884,0
749,0.005557159,0
750,0.0010902181,0
751,0.10154193,0
752,0.02811727,0
753,0.13902137,0
754,0.040824275,0
755,0.014770634,0
756,0.016553659,0
757,0.0050004385,0
758,0.0032289482,0
759,0.02270912,0
760,0.024039766,0
761,0.10207759,0
762,0.03508222,0
763,0.0040968796,0
764,0.00017789332,0
765,0.07971584,0
766,0.010548339,0
767,0.049735233,0
768,0.01117508,0
769,0.0027442062,0
770,0.060181558,0
771,0.05268443,0
772,0.0019360736,0
773,0.016199885,0
774,0.015744792,0
775,0.06712886,0
776,0.08009275,0
777,0.009935931,0
778,0.009406385,0
779,0.06633473,0
780,0.0062575527,0
781,0.084491484,0
782,0.017823612,0
783,0.036975384,0
784,0.019164145,0
785,0.0073762503,0
786,0.076713875,0
787,0.019431086,0
788,0.05189856,0
789,0.028725538,0
790,0.014728158,0
791,0.010620527,0
792,0.0033807454,0
793,0.018865345,0
794,0.093956664,0
795,0.0077979085,0
796,0.017261421,0
797,0.026990749,0
798,0.0010817472,0
799,0.028524179,0
800,0.003314183,0
801,0.056593053,0
802,0.07186825,0
803,0.005461043,0
804,0.027445337,0
805,0.0008396847,0
806,0.009280343,0
807,0.025231188,0
808,0.0602668,0
809,0.06741273,0
810,3.843594e-05,0
811,0.05780992,0
812,0.03068516,0
813,0.004101949,0
814,0.022473063,0
815,0.016672168,0
816,0.0037853208,0
817,0.0065257787,0
818,0.019211676,0
819,0.029668985,0
820,0.0010392873,0
821,0.01648611,0
822,0.03345737,0
823,0.042296737,0
824,0.0123601295,0
825,0.018359022,0
826,0.026386473,0
827,0.0076873424,0
828,0.032187928,0
829,0.05027516,0
830,0.043628227,0
831,0.0062313005,0
832,0.0011642694,0
833,0.03677891,0
834,0.048265994,0
835,0.017302122,0
836,0.07037309,0
837,0.019950971,0
838,0.0027613752,0
839,0.014056289,0
840,0.00022001713,0
841,0.07128391,0
842,0.030165367,0
843,0.0506103,0
844,0.01579074,0
845,0.030306337,0
846,0.07598825,0
847,4.1992735e-07,0
848,0.005019959,0
849,0.009530989,0
850,0.006512733,0
851,0.023888558,0
852,0.012007293,0
853,0.075051695,0
854,0.07677501,0
855,0.057571474,0
856,0.030482754,0
857,0.020909298,0
858,0.08248631,0
859,0.03727901,0
860,0.018751597,0
861,0.011263498,0
862,0.11209409,0
863,0.015295952,0
864,0.03357689,0
865,0.0020944104,0
866,0.021480056,0
867,0.067695856,0
868,0.007919724,0
869,0.026802104,0
870,0.017463148,0
871,7.545378e-05,0
872,0.017522918,0
873,0.010664206,0
874,0.13985604,0
875,0.059630018,0
876,0.023427514,0
877,0.012602144,0
878,0.048965096,0
879,0.3102112,0
880,0.0028841512,0
881,0.013211415,0
882,0.03688721,0
883,0.0051719835,0
884,0.024094982,0
885,0.010878962,0
886,0.053854093,0
887,0.012945503,0
888,0.039055765,0
889,0.022205753,0
890,0.043487728,0
891,0.056253687,0
892,0.0020215828,0
893,0.013933864,0
894,0.02336045,0
895,0.25135165,0
896,0.012232307,0
897,0.023135398,0
898,0.020093827,0
899,0.014461983,0
900,0.080532245,0
901,0.02461729,0
902,0.04740694,0
903,0.005267819,0
904,0.0034467096,0
905,0.026287187,0
906,0.006093645,0
907,0.042645603,0
908,0.03951617,0
909,0.0070117656,0
910,0.08812261,0
911,0.015561133,0
912,0.049898557,0
913,0.06414308,0
914,0.086927064,0
915,0.027847618,0
916,0.047091108,0
917,0.0011512461,0
918,0.09670369,0
919,0.10515809,0
920,0.0010064451,0
921,0.046555083,0
922,0.01848641,0
923,0.020520892,0
924,0.010081289,0
925,0.01604988,0
926,0.006498907,0
927,0.07566763,0
928,0.021169046,0
929,9.657829e-05,0
930,0.0043325634,0
931,0.16252618,0
932,0.05686298,0
933,0.019852381,0
934,0.028467918,0
935,0.026084902,0
936,0.029368464,0
937,0.05181588,0
938,0.055015538,0
939,0.025020191,0
940,0.03825341,0
941,0.10669738,0
942,0.004798725,0
943,0.035643622,0
944,0.0056196796,0
945,0.09891645,0
946,0.08776475,0
947,0.010910398,0
948,0.099120915,0
949,0.02441102,0
950,0.03925227,0
951,0.013378429,0
952,0.059621528,0
953,0.038550194,0
954,0.016051251,0
955,0.024908438,0
956,0.038653992,0
957,0.0010541531,0
958,0.08907236,0
959,0.025643516,0
960,0.065421015,0
961,0.021186808,0
962,0.0029247052,0
963,2.3172093e-05,0
964,0.011547695,0
965,0.026170045,0
966,0.016887128,0
967,0.11175729,0
968,0.019449653,0
969,0.0044397805,0
970,0.1256259,0
971,0.0038917456,0
972,0.0035207858,0
973,0.08663939,0
974,0.00999805,0
975,0.0062693474,0
976,0.03228196,0
977,0.007429037,0
978,0.0017647309,0
979,0.016650777,0
980,0.03310592,0
981,0.27402836,0
982,0.59513444,1
983,0.049759377,0
984,0.037598033,0
985,0.018803915,0
986,0.06908508,0
987,0.05671812,0
988,0.03404978,0
989,0.025724359,0
990,0.025821691,0
991,0.010946467,0
992,0.038038705,0
993,0.024066003,0
994,0.18387009,0
995,0.0058522657,0
996,0.018455224,0
997,0.016638236,0
998,0.2576587,0
999,0.016160248,0
1000,0.032589585,0
1001,0.01121084,0
1002,0.12067443,0
1003,0.026553812,0
1004,0.03572473,0
1005,0.009786168,0
1006,0.011745978,0
1007,0.7220445,1
1008,0.012002481,0
1009,0.057503086,0
1010,0.007060301,0
1011,0.0015267187,0
1012,0.032940827,0
1013,0.0019308141,0
1014,0.010459694,0
1015,0.007306315,0
1016,0.010211801,0
1017,0.01326677,0
1018,0.01933899,0
1019,0.009317928,0
1020,0.011022201,0
1021,0.0023458404,0
1022,0.08913822,0
1023,0.029571675,0
1024,0.6897066,1
1025,0.00032771454,0
1026,0.056797296,0
1027,0.031859018,0
1028,0.03336848,0
1029,0.11850354,0
1030,0.0063475627,0
1031,0.018473277,0
1032,0.0023788637,0
1033,0.00032559506,0
1034,0.008827052,0
1035,0.023587562,0
1036,0.07551144,0
1037,0.00016311018,0
1038,0.042115815,0
1039,0.09121439,0
1040,0.051219236,0
1041,5.1915667e-05,0
1042,0.034698617,0
1043,0.030601785,0
1044,0.00396221,0
1045,0.009311988,0
1046,0.01265785,0
1047,0.031395588,0
1048,0.0614612,0
1049,0.096287176,0
1050,0.0060903532,0
1051,0.004838999,0
1052,0.026879394,0
1053,0.039868247,0
1054,0.08918443,0
1055,0.13901436,0
1056,0.0076803216,0
1057,0.007942667,0
1058,0.03730515,0
1059,0.0003026362,0
1060,0.005203416,0
1061,0.00088085927,0
1062,0.043455586,0
1063,0.03315073,0
1064,0.01338019,0
1065,0.12670586,0
1066,0.0042077284,0
1067,0.04900479,0
1068,0.07430495,0
1069,0.0035561773,0
1070,0.021769807,0
1071,0.02197188,0
1072,0.009394822,0
1073,0.11883773,0
1074,0.08569379,0
1075,0.031874098,0
1076,0.015038985,0
1077,0.0043150405,0
1078,0.5211438,0
1079,0.0011665951,0
1080,0.0064955214,0
1081,0.011851742,0
1082,0.035124898,0
1083,0.006765683,0
1084,0.007823088,0
1085,0.016680848,0
1086,0.06811608,0
1087,0.03944512,0
1088,0.029983468,0
1089,0.02815116,0
1090,0.013707356,0
1091,0.019577794,0
1092,0.00022227623,0
1093,0.013283909,0
1094,0.09658985,0
1095,0.004171815,0
1096,0.04412127,0
1097,0.005800343,0
1098,0.099923186,0
1099,0.84209716,1
1100,0.06835897,0
1101,0.014141659,0
1102,0.07563415,0
1103,0.007659834,0
1104,0.050593954,0
1105,0.048455752,0
1106,0.0043407823,0
1107,0.026880173,0
1108,0.033991344,0
1109,0.0029528053,0
1110,0.052344,0
1111,0.08507182,0
1112,0.0020510266,0
1113,0.0049018133,0
1114,0.0013071906,0
1115,0.013963601,0
1116,0.0044248286,0
1117,0.0014166624,0
1118,0.0022231287,0
1119,0.055753037,0
1120,0.013839263,0
1121,0.034006614,0
1122,0.0739343,0
1123,0.12636617,0
1124,0.05628521,0
1125,0.009627849,0
1126,0.09055916,0
1127,0.015165166,0
1128,0.0062121954,0
1129,0.026993867,0
1130,0.05315426,0
1131,0.013516384,0
1132,0.05783515,0
1133,0.04308657,0
1134,0.064790085,0
1135,0.00482313,0
1136,0.023876272,0
1137,0.02851328,0
1138,0.06735037,0
1139,0.09525447,0
1140,0.004538208,0
1141,0.002970555,0
1142,0.057590898,0
1143,0.0630093,0
1144,0.7220445,1
1145,0.0059937467,0
1146,0.009537375,0
1147,0.07952749,0
1148,0.26624182,0
1149,0.01723385,0
1150,0.0010535487,0
1151,0.020786963,0
1152,0.059895877,0
1153,0.07294521,0
1154,0.0009899569,0
1155,0.0257968,0
1156,0.052258395,0
1157,0.087748654,0
1158,0.05038803,0
1159,0.04948364,0
1160,0.039621953,0
1161,0.032529846,0
1162,0.0005245613,0
1163,0.034744795,0
1164,0.0020489176,0
1165,0.0025860525,0
1166,0.016067646,0
1167,0.045587823,0
1168,0.066254355,0
1169,0.032835245,0
1170,0.02347364,0
1171,0.025524933,0
1172,0.005526287,0
1173,0.0106408885,0
1174,0.046553265,0
1175,0.12395234,0
1176,0.0086398395,0
1177,0.05810876,0
1178,0.05069678,0
1179,0.037728388,0
1180,0.010563101,0
1181,0.0601097,0
1182,0.004310935,0
1183,0.09107326,0
1184,0.0028604427,0
1185,0.03718002,0
1186,0.08989196,0
1187,0.03314661,0
1188,0.04602559,0
1189,0.015031132,0
1190,0.00023249145,0
1191,0.2040757,0
1192,0.0015750142,0
1193,0.008454056,0
1194,0.009372819,0
1195,0.0140065495,0
1196,0.070733756,0
1197,0.022599056,0
1198,0.06663873,0
1199,0.0019466043,0
1200,0.02811512,0
1201,0.010007201,0
1202,0.021551352,0
1203,0.0027218044,0
1204,0.061013285,0
1205,0.058025293,0
1206,0.026213257,0
1207,0.041602734,0
1208,0.024074141,0
1209,0.018812342,0
1210,0.011617713,0
1211,0.16022158,0
1212,0.01120443,0
1213,0.024593325,0
1214,0.0054653697,0
1215,0.042115863,0
1216,0.08810781,0
1217,0.008713995,0
1218,0.016732499,0
1219,0.029219214,0
1220,2.8974478e-05,0
1221,0.013707155,0
1222,0.01650463,0
1223,0.0097052315,0
1224,0.061178572,0
1225,0.056828085,0
1226,0.014060534,0
1227,0.041819744,0
1228,0.01901519,0
1229,0.111116104,0
1230,0.0029902433,0
1231,0.018391008,0
1232,0.0061919363,0
1233,0.016798496,0
1234,0.060185965,0
1235,0.0061722733,0
1236,0.014282618,0
1237,0.07932359,0
1238,0.035808187,0
1239,0.027623558,0
1240,0.012291075,0
1241,0.039982624,0
1242,0.03626,0
1243,0.03916618,0
1244,0.014482235,0
1245,0.061543237,0
1246,0.07212709,0
1247,0.06918969,0
1248,0.025080448,0
1249,0.03518939,0
1250,0.033120714,0
1251,0.0005782943,0
1252,0.0922689,0
1253,0.017354364,0
1254,0.0701896,0
1255,0.0018357219,0
1256,0.02668589,0
1257,0.112556726,0
1258,0.0044320226,0
1259,0.022878634,0
1260,4.064156e-05,0
1261,0.0005005143,0
1262,0.04542723,0
1263,0.0007232222,0
1264,0.03249961,0
1265,0.01749842,0
1266,0.09468733,0
1267,0.0090496475,0
1268,0.013324139,0
1269,0.0015167536,0
1270,0.03635323,0
1271,0.07627769,0
1272,0.0011609691,0
1273,0.011624646,0
1274,0.03474345,0
1275,0.0026028212,0
1276,0.002552518,0
1277,0.038214184,0
1278,0.08216571,0
1279,0.06771674,0
1280,0.057933766,0
1281,0.053516317,0
1282,0.031172957,0
1283,0.00091131945,0
1284,0.24800429,0
1285,0.005468206,0
1286,0.050918277,0
1287,0.09804006,0
1288,0.0049951267,0
1289,0.025675394,0
1290,0.0353327,0
1291,0.008473429,0
1292,0.017516967,0
1293,0.042231183,0
1294,0.004374872,0
1295,0.011087914,0
1296,0.020826835,0
1297,0.03903677,0
1298,0.015958501,0
1299,0.00062091835,0
1300,0.0029336738,0
1301,0.014074131,0
1302,0.0078059332,0
1303,0.004827701,0
1304,0.047391072,0
1305,0.006657875,0
1306,0.0072966176,0
1307,0.017922513,0
1308,0.04983086,0
1309,0.030528463,0
1310,0.049220663,0
1311,0.05221624,0
1312,0.00039956646,0
1313,0.016455714,0
1314,0.018537125,0
1315,0.01669732,0
1316,0.032565743,0
1317,0.0081153335,0
1318,0.009627567,0
1319,0.028792813,0
1320,0.0591643,0
1321,0.052826844,0
1322,0.0039604846,0
1323,0.020521088,0
1324,0.0115102,0
1325,0.040112745,0
1326,0.006731946,0
1327,0.021940824,0
1328,0.019964695,0
1329,0.09981625,0
1330,0.053378433,0
1331,0.09489215,0
1332,0.09644209,0
1333,0.97763413,1
1334,0.041544665,0
1335,0.009974742,0
1336,0.0016540657,0
1337,0.09653143,0
1338,0.094460614,0
